activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,classification
,3358654,[],CHEMBL1174896,Inhibition of MAP4K5 at 10 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cccnc4)c3)cc2C(F)(F)F)CC1,,,CHEMBL1177794,Bioorg. Med. Chem. Lett.,2010.0,,CHEMBL1171523,,CHEMBL1171523,,False,http://qudt.org/vocab/unit#Percent,921401,=,1,True,=,,Inhibition,%,,3.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,3.0,0
,3359096,[],CHEMBL1174896,Inhibition of MAP4K5 at 10 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(C#Cc4cnc5[nH]ccc5c4)c3)cc2C(F)(F)F)CC1,,,CHEMBL1177794,Bioorg. Med. Chem. Lett.,2010.0,,CHEMBL1170139,,CHEMBL1170139,,False,http://qudt.org/vocab/unit#Percent,921546,=,1,True,=,,Inhibition,%,,1.6,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,1.6,0
,3407758,[],CHEMBL1219793,Inhibition of MAP4K5 at 1 uM by radiometric method,B,,,BAO_0000201,BAO_0000357,single protein format,CCOC(=O)CCc1c(/C=C2\C(=O)Nc3ccc(NS(=O)(=O)c4ccccc4)cc32)[nH]c2c1C(=O)CCC2,,,CHEMBL1212904,J. Med. Chem.,2010.0,,CHEMBL1215218,,CHEMBL1215218,,False,http://qudt.org/vocab/unit#Percent,932917,<,1,True,<,,Inhibition,%,,10.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,10.0,0
,3407759,[],CHEMBL1219793,Inhibition of MAP4K5 at 1 uM by radiometric method,B,,,BAO_0000201,BAO_0000357,single protein format,CN(C)CCCc1c(/C=C2\C(=O)Nc3ccc(NS(=O)(=O)c4ccccc4)cc32)[nH]c2c1C(=O)CCC2,,,CHEMBL1212904,J. Med. Chem.,2010.0,,CHEMBL1215346,,CHEMBL1215346,,False,http://qudt.org/vocab/unit#Percent,933062,<,1,True,<,,Inhibition,%,,10.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,10.0,0
,3443440,[],CHEMBL1244206,Inhibition of MAP4K5 at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,,,CHEMBL1240340,Nat. Chem. Biol.,2008.0,,CHEMBL1241578,,CHEMBL1241578,,False,http://qudt.org/vocab/unit#Percent,952381,=,1,True,=,,Inhibition,%,,29.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,29.0,0
,3443657,[],CHEMBL1244206,Inhibition of MAP4K5 at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,,,BAO_0000201,BAO_0000357,single protein format,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,,,CHEMBL1240340,Nat. Chem. Biol.,2008.0,,CHEMBL1081312,,CHEMBL1081312,,False,http://qudt.org/vocab/unit#Percent,952382,=,1,True,=,,Inhibition,%,,56.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,56.0,0
,3444812,[],CHEMBL1244206,Inhibition of MAP4K5 at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,,,CHEMBL1240340,Nat. Chem. Biol.,2008.0,,CHEMBL1233882,,CHEMBL1233882,,False,http://qudt.org/vocab/unit#Percent,952383,=,1,True,=,,Inhibition,%,,45.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,45.0,0
,3445436,[],CHEMBL1244206,Inhibition of MAP4K5 at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,,,CHEMBL1240340,Nat. Chem. Biol.,2008.0,,CHEMBL1233881,,CHEMBL1233881,,False,http://qudt.org/vocab/unit#Percent,952519,=,1,True,=,,Inhibition,%,,11.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,11.0,0
,3445653,[],CHEMBL1244206,Inhibition of MAP4K5 at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,,,CHEMBL1240340,Nat. Chem. Biol.,2008.0,,CHEMBL1241674,,CHEMBL1241674,,False,http://qudt.org/vocab/unit#Percent,952520,=,1,True,=,,Inhibition,%,,40.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,40.0,0
,3445856,[],CHEMBL1244206,Inhibition of MAP4K5 at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,,,CHEMBL1240340,Nat. Chem. Biol.,2008.0,,CHEMBL1230790,,CHEMBL1230790,,False,http://qudt.org/vocab/unit#Percent,951710,=,1,True,=,,Inhibition,%,,42.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,42.0,0
,3446046,[],CHEMBL1244206,Inhibition of MAP4K5 at 1 uM after 60 mins by FRET assay in presence of 10 uM ATP,B,,,BAO_0000201,BAO_0000357,single protein format,Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,,,CHEMBL1240340,Nat. Chem. Biol.,2008.0,,CHEMBL1234815,,CHEMBL1234815,,False,http://qudt.org/vocab/unit#Percent,952659,=,1,True,=,,Inhibition,%,,47.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,47.0,0
,3446183,[],CHEMBL1244320,Inhibition of MAP4K5,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,,,CHEMBL1240341,Leukemia,2009.0,"{'bei': '17.95', 'le': '0.36', 'lle': '4.33', 'sei': '11.49'}",CHEMBL288441,BOSUTINIB,CHEMBL288441,9.52,False,http://www.openphacts.org/units/Nanomolar,952798,=,1,True,=,,IC50,nM,,0.3,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,0.3,1
,3463274,[],CHEMBL1252477,Inhibition of MAP4K5 at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control,B,,,BAO_0000201,BAO_0000357,single protein format,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc12,,,CHEMBL1250448,Nat. Chem. Biol.,2009.0,,CHEMBL379300,A-443654,CHEMBL379300,,False,http://qudt.org/vocab/unit#Percent,956180,=,1,True,=,,Inhibition,%,,98.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,98.0,1
,3463818,[],CHEMBL1252477,Inhibition of MAP4K5 at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control,B,,,BAO_0000201,BAO_0000357,single protein format,COc1ccccc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,,,CHEMBL1250448,Nat. Chem. Biol.,2009.0,,CHEMBL1254209,,CHEMBL1254209,,False,http://qudt.org/vocab/unit#Percent,956402,=,1,True,=,,Inhibition,%,,25.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,25.0,0
,3464037,[],CHEMBL1252477,Inhibition of MAP4K5 at 1 uM in presence of 10 uM ATP by Select Screen kinase assay relative to untreated control,B,,,BAO_0000201,BAO_0000357,single protein format,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,,,CHEMBL1250448,Nat. Chem. Biol.,2009.0,,CHEMBL577784,BX-795,CHEMBL577784,,False,http://qudt.org/vocab/unit#Percent,956403,=,1,True,=,,Inhibition,%,,81.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,81.0,1
,6339899,[],CHEMBL1826197,Activity of MAP4K5 kinase at 1 uM,B,,,BAO_0001103,BAO_0000357,single protein format,CC(=O)Nc1cn2nc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)ccc2n1,,,CHEMBL1821651,J. Med. Chem.,2011.0,,CHEMBL1822054,,CHEMBL1822054,,False,http://qudt.org/vocab/unit#Percent,1452528,=,1,False,=,,Activity,%,,60.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,Activity,%,UO_0000187,,60.0,1
,6385708,[],CHEMBL1838171,Inhibition of human KHS1 in HL60 cells lysate at 10 uM using post probe-labeling by LC-MS/MS analysis relative to control,B,,,BAO_0000201,BAO_0000219,cell-based format,Nc1c(F)c(NCCCc2ccccc2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,,,CHEMBL1833925,Bioorg. Med. Chem. Lett.,2011.0,,CHEMBL1834114,,CHEMBL1834114,,False,http://qudt.org/vocab/unit#Percent,1460091,<,1,True,<,,Inhibition,%,,35.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,35.0,0
,6385709,[],CHEMBL1838171,Inhibition of human KHS1 in HL60 cells lysate at 10 uM using post probe-labeling by LC-MS/MS analysis relative to control,B,,,BAO_0000201,BAO_0000219,cell-based format,Nc1c(F)c(NCCNc2ccccn2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CCCC1,,,CHEMBL1833925,Bioorg. Med. Chem. Lett.,2011.0,,CHEMBL1834318,,CHEMBL1834318,,False,http://qudt.org/vocab/unit#Percent,1460321,<,1,True,<,,Inhibition,%,,35.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,35.0,0
,6385710,[],CHEMBL1838171,Inhibition of human KHS1 in HL60 cells lysate at 10 uM using post probe-labeling by LC-MS/MS analysis relative to control,B,,,BAO_0000201,BAO_0000219,cell-based format,C[C@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,,,CHEMBL1833925,Bioorg. Med. Chem. Lett.,2011.0,,CHEMBL1834323,,CHEMBL1834323,,False,http://qudt.org/vocab/unit#Percent,1460326,<,1,True,<,,Inhibition,%,,35.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,35.0,0
,6385711,[],CHEMBL1838171,Inhibition of human KHS1 in HL60 cells lysate at 10 uM using post probe-labeling by LC-MS/MS analysis relative to control,B,,,BAO_0000201,BAO_0000219,cell-based format,CC(C)[C@@H]1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,,,CHEMBL1833925,Bioorg. Med. Chem. Lett.,2011.0,,CHEMBL1834324,,CHEMBL1834324,,False,http://qudt.org/vocab/unit#Percent,1460327,<,1,True,<,,Inhibition,%,,35.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,35.0,0
,6385712,[],CHEMBL1838171,Inhibition of human KHS1 in HL60 cells lysate at 10 uM using post probe-labeling by LC-MS/MS analysis relative to control,B,,,BAO_0000201,BAO_0000219,cell-based format,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCCC1)CO2,,,CHEMBL1833925,Bioorg. Med. Chem. Lett.,2011.0,,CHEMBL1834330,,CHEMBL1834330,,False,http://qudt.org/vocab/unit#Percent,1460333,<,1,True,<,,Inhibition,%,,35.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,35.0,0
,8004260,[],CHEMBL1942769,Inhibition of human KHS1 in HL-60 cells lysate assessed as reduction of labeling of acyl-phosphate ATP probe at 100 nM,B,,,BAO_0000201,BAO_0000219,cell-based format,C[C@H]1COc2c(NCCCn3cccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,,,CHEMBL1938230,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL1940980,,CHEMBL1940980,,False,http://qudt.org/vocab/unit#Percent,1573291,<,1,True,<,,Inhibition,%,,35.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,35.0,0
,8004261,[],CHEMBL1942769,Inhibition of human KHS1 in HL-60 cells lysate assessed as reduction of labeling of acyl-phosphate ATP probe at 100 nM,B,,,BAO_0000201,BAO_0000219,cell-based format,C[C@H]1COc2c(NCCCn3cccn3)c(F)c(N)c3c(=O)c(C#N)cn1c23,,,CHEMBL1938230,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL1940981,,CHEMBL1940981,,False,http://qudt.org/vocab/unit#Percent,1573292,<,1,True,<,,Inhibition,%,,35.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,35.0,0
,8004262,[],CHEMBL1942769,Inhibition of human KHS1 in HL-60 cells lysate assessed as reduction of labeling of acyl-phosphate ATP probe at 100 nM,B,,,BAO_0000201,BAO_0000219,cell-based format,C[C@H]1COc2c(NCCCc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,,,CHEMBL1938230,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL1940987,,CHEMBL1940987,,False,http://qudt.org/vocab/unit#Percent,1573298,<,1,True,<,,Inhibition,%,,35.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,35.0,0
,8004263,[],CHEMBL1942769,Inhibition of human KHS1 in HL-60 cells lysate assessed as reduction of labeling of acyl-phosphate ATP probe at 100 nM,B,,,BAO_0000201,BAO_0000219,cell-based format,C[C@H]1COc2c(NCCCc3ccccn3)c(F)c(N)c3c(=O)c(C#N)cn1c23,,,CHEMBL1938230,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL1940990,,CHEMBL1940990,,False,http://qudt.org/vocab/unit#Percent,1573301,<,1,True,<,,Inhibition,%,,35.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,35.0,0
,8047138,[],CHEMBL1958967,Inhibition of MAP4K5 at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CN1CCN(c2ccc(Nc3nc(N)c(C(=O)c4ccc5c(c4)OCCO5)s3)cc2)CC1,,,CHEMBL1955770,J. Biol. Chem.,2006.0,,CHEMBL1956070,,CHEMBL1956070,,False,http://qudt.org/vocab/unit#Percent,1580282,<,1,True,<,,Inhibition,%,,50.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,50.0,0
,12046344,[],CHEMBL2157156,Inhibition of KHS1 at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,CC(C)(O)C1CCN(Cc2ccc3nc(-c4c(F)ccc5[nH]ccc45)nc(N4CCOCC4)c3n2)CC1,,,CHEMBL2151019,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL2152768,,CHEMBL2152768,,False,http://qudt.org/vocab/unit#Percent,1731548,=,1,True,=,,Inhibition,%,,3.8,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,3.8,0
,12116229,[],CHEMBL2172936,Inhibition of MAP4K5,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21,,,CHEMBL2169840,J. Med. Chem.,2012.0,"{'bei': '12.86', 'le': '0.24', 'lle': '1.43', 'sei': '7.53'}",CHEMBL2171124,,CHEMBL2171124,5.8,False,http://www.openphacts.org/units/Nanomolar,1741004,=,1,True,=,,IC50,nM,,1569.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,1569.0,1
,12172363,[],CHEMBL2210628,Inhibition of MAP4K5 assessed as residual activity at 10 uM relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1,,,CHEMBL2203081,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL2204495,,CHEMBL2204495,,False,http://qudt.org/vocab/unit#Percent,1757300,=,1,False,=,,Activity,%,,92.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,Activity,%,UO_0000187,,92.0,0
,12183856,[],CHEMBL2211532,Inhibition of MAP4K5,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1,,,CHEMBL2203257,Bioorg. Med. Chem. Lett.,2012.0,,CHEMBL2205766,,CHEMBL2205766,,False,http://www.openphacts.org/units/Nanomolar,1759115,<,1,True,>,,IC50,nM,,10000.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,pIC50,,UO_0000065,,5.0,0
,12728793,[],CHEMBL2351183,Inhibition of KHS1 (unknown origin) assessed as remaining activity at 10 uM relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,O=c1[nH]c2ncc(-c3ccc(-c4nc[nH]n4)cc3)nc2n1CCC1CCOCC1,,,CHEMBL2346597,Bioorg. Med. Chem. Lett.,2013.0,,CHEMBL2348865,,CHEMBL2348865,,False,http://qudt.org/vocab/unit#Percent,1876973,=,1,False,=,,Activity,%,,109.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,Activity,%,UO_0000187,,109.0,0
,12729037,[],CHEMBL2351943,Inhibition of KHS1 (unknown origin) assessed as remaining activity at 1 uM relative to control,B,,,BAO_0001103,BAO_0000357,single protein format,CC(C)(O)c1ccc(-c2cnc3c(n2)N(CC2CCOCC2)CC(=O)N3)cn1,,,CHEMBL2346597,Bioorg. Med. Chem. Lett.,2013.0,,CHEMBL2348862,,CHEMBL2348862,,False,http://qudt.org/vocab/unit#Percent,1876970,=,1,False,=,,Activity,%,,104.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,Activity,%,UO_0000187,,104.0,0
,13375799,[],CHEMBL2404193,Inhibition of MAP4K5 (unknown origin) at 10 uM relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccnc3-c3ccc(F)cc3)nc2N1c1ccn(C)n1,,,CHEMBL2401733,Bioorg. Med. Chem. Lett.,2013.0,,CHEMBL2402081,,CHEMBL2402081,,False,http://qudt.org/vocab/unit#Percent,1904979,=,1,True,=,,Inhibition,%,,11.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,11.0,0
,13396507,[],CHEMBL2410637,Inhibition of MAP4K5 (unknown origin) at 50 times TAK1 Ki,B,,,BAO_0000201,BAO_0000357,single protein format,Nc1ncc(-c2cnn([C@H]3CC[C@H](O)CC3)c2)c2c(C(F)F)c(-c3cccc4nnsc34)oc12,,,CHEMBL2407065,Bioorg. Med. Chem. Lett.,2013.0,,CHEMBL2408616,,CHEMBL2408616,,False,http://qudt.org/vocab/unit#Percent,1909086,>,1,True,>,,Inhibition,%,,50.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,50.0,0
,13442335,[],CHEMBL2429503,Competitive binding affinity to MAP4K5 (unknown origin) at 10 uM in presence of ATP relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,O[C@H]1CC[C@H](Nc2nccc(-n3ccc4ccccc43)n2)CC1,,,CHEMBL2424622,Bioorg. Med. Chem. Lett.,2013.0,,CHEMBL2425646,,CHEMBL2425646,,False,http://qudt.org/vocab/unit#Percent,1918688,<,1,True,<,,Inhibition,%,,50.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,50.0,0
,13445470,[],CHEMBL2429503,Competitive binding affinity to MAP4K5 (unknown origin) at 10 uM in presence of ATP relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,O[C@H]1CC[C@H](Nc2nccc(-c3n[nH]c4ccccc34)n2)CC1,,,CHEMBL2424622,Bioorg. Med. Chem. Lett.,2013.0,,CHEMBL2425644,,CHEMBL2425644,,False,http://qudt.org/vocab/unit#Percent,1918686,=,1,True,=,,Inhibition,%,,99.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,99.0,1
,13448525,[],CHEMBL2429503,Competitive binding affinity to MAP4K5 (unknown origin) at 10 uM in presence of ATP relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,O[C@H]1CC[C@H](Nc2nccc(-n3ncc4ccccc43)n2)CC1,,,CHEMBL2424622,Bioorg. Med. Chem. Lett.,2013.0,,CHEMBL2425645,,CHEMBL2425645,,False,http://qudt.org/vocab/unit#Percent,1918687,<,1,True,<,,Inhibition,%,,50.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,50.0,0
,13448661,[],CHEMBL2429503,Competitive binding affinity to MAP4K5 (unknown origin) at 10 uM in presence of ATP relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,O=C([C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1)N1CCOCC1,,,CHEMBL2424622,Bioorg. Med. Chem. Lett.,2013.0,,CHEMBL2425649,,CHEMBL2425649,,False,http://qudt.org/vocab/unit#Percent,1918691,<,1,True,<,,Inhibition,%,,50.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,50.0,0
,13451456,[],CHEMBL2429503,Competitive binding affinity to MAP4K5 (unknown origin) at 10 uM in presence of ATP relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,,,CHEMBL2424622,Bioorg. Med. Chem. Lett.,2013.0,,CHEMBL2425652,,CHEMBL2425652,,False,http://qudt.org/vocab/unit#Percent,1918694,<,1,True,<,,Inhibition,%,,50.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,50.0,0
,13454641,[],CHEMBL2429503,Competitive binding affinity to MAP4K5 (unknown origin) at 10 uM in presence of ATP relative to control,B,,,BAO_0000201,BAO_0000357,single protein format,O[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,,,CHEMBL2424622,Bioorg. Med. Chem. Lett.,2013.0,,CHEMBL2425654,,CHEMBL2425654,,False,http://qudt.org/vocab/unit#Percent,1918696,<,1,True,<,,Inhibition,%,,50.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,50.0,0
,13939649,[],CHEMBL3132143,Inhibition of KHS1 (unknown origin) at 10 uM,B,,,BAO_0000201,BAO_0000357,single protein format,COCCNc1nc2ccc(C#CC(C)(C)O)cc2n1-c1ccnc(N)n1,,,CHEMBL3124809,J. Med. Chem.,2014.0,,CHEMBL3128041,,CHEMBL3128041,,False,http://qudt.org/vocab/unit#Percent,1974188,=,1,True,=,,Inhibition,%,,88.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,88.0,1
,13941099,[],CHEMBL3132149,Inhibition of KHS1 (unknown origin) at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,COCCNc1nc2ccc(C#CC3(O)CCCCC3)cc2n1-c1ccnc(N)n1,,,CHEMBL3124809,J. Med. Chem.,2014.0,,CHEMBL3128042,,CHEMBL3128042,,False,http://qudt.org/vocab/unit#Percent,1974189,=,1,True,=,,Inhibition,%,,14.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,14.0,0
,13941100,[],CHEMBL3132149,Inhibition of KHS1 (unknown origin) at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,Cc1nc2ccc(C#CC3(O)CCCCC3)cc2n1-c1ncnc(N)n1,,,CHEMBL3124809,J. Med. Chem.,2014.0,,CHEMBL3128050,,CHEMBL3128050,,False,http://qudt.org/vocab/unit#Percent,1974197,=,1,True,=,,Inhibition,%,,44.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,44.0,0
,13941101,[],CHEMBL3132149,Inhibition of KHS1 (unknown origin) at 1 uM,B,,,BAO_0000201,BAO_0000357,single protein format,Cc1nc2ccc(C#CC(C)(C)O)cc2n1-c1ncnc(N)n1,,,CHEMBL3124809,J. Med. Chem.,2014.0,,CHEMBL3128044,,CHEMBL3128044,,False,http://qudt.org/vocab/unit#Percent,1974191,=,1,True,=,,Inhibition,%,,81.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,INH,%,UO_0000187,,81.0,1
,14980849,[],CHEMBL3372969,Inhibition of MAP4K5 (unknown origin) in presence of 1 mM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CN(Cc1ccccc1)C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,,,CHEMBL3351882,ACS Med. Chem. Lett.,2015.0,,CHEMBL3355482,,CHEMBL3355482,,False,http://www.openphacts.org/units/Nanomolar,2250218,>,1,True,>,,IC50,nM,,100000.0,CHEMBL4852,Homo sapiens,Mitogen-activated protein kinase kinase kinase kinase 5,9606,,,IC50,uM,UO_0000065,,100.0,0
